"tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-mean()","tBodyAccMag-std()","tGravityAccMag-mean()","tGravityAccMag-std()","tBodyAccJerkMag-mean()","tBodyAccJerkMag-std()","tBodyGyroMag-mean()","tBodyGyroMag-std()","tBodyGyroJerkMag-mean()","tBodyGyroJerkMag-std()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-mean()","fBodyAccMag-std()","fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-mean()","fBodyBodyGyroMag-std()","fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag-std()","SubjectId","ActivityName"
0.26925765,-0.053617043,-0.11225349,-0.48839243,-0.089719613,-0.3321638,0.93171643,-0.069055546,-0.25459076,-0.9727902,-0.91821252,-0.96314174,-0.072536778,-0.023962885,-0.060075365,-0.52536623,-0.11194997,-0.65960701,0.33068459,-0.073321305,-0.28217955,-0.58118689,-0.59829122,-0.51063149,-0.20257775,-0.094125518,-0.023509852,-0.58485547,-0.62475697,-0.6340674,-0.29965113,-0.49750898,-0.29965113,-0.49750898,-0.44410458,-0.32523088,-0.35609628,-0.55748378,-0.61989678,-0.63445819,-0.49609382,-0.058768706,-0.50174553,-0.48526204,-0.16444619,-0.29942553,-0.55594371,-0.14332215,-0.64780028,-0.53512982,-0.13769019,-0.66910801,-0.51231758,-0.59831385,-0.52782448,-0.60380403,-0.6010637,-0.54972396,-0.48207334,-0.58381685,-0.31424426,-0.34263617,-0.59687753,-0.60615248,-0.67731547,-0.808571631729992,"17","WALKING"
0.28232928,-0.082669225,-0.21588551,-0.17177933,0.20522129,-0.26928978,0.9432654,-0.24456923,0.028780554,-0.98418328,-0.92195464,-0.80455635,-0.19963577,-0.3773201,-0.22335175,-0.094241253,0.077244151,-0.40806344,0.29717125,-0.3520123,0.032401579,-0.071401679,-0.28026055,-0.29337743,0.24561388,-0.27904802,-0.13996396,-0.064808059,-0.52727482,-0.42043622,-0.037795717,-0.13999372,-0.037795717,-0.13999372,-0.029313177,-0.24932361,-0.0097072116,-0.011422839,-0.37094658,-0.46435272,-0.08980871,0.2622022,-0.26382963,-0.20635797,0.096727654,-0.33208234,-0.14087886,0.035642591,-0.3634942,-0.12525082,0.050256523,-0.44977615,0.17466193,-0.28487007,-0.23394206,-0.14949623,-0.2824708,-0.37854138,-0.07798107,-0.31045849,-0.20248579,-0.31761142,-0.056883042,-0.150198,-0.42966433,-0.810278530973174,"19","WALKING"
0.29701681,-0.086873361,-0.083972789,-0.34483074,-0.01305037,-0.25412345,0.86774788,-0.35575947,-0.2452895,-0.96421525,-0.89282083,-0.96339758,-0.058536768,0.058474701,-0.34597446,-0.18943434,-0.062011969,-0.53698557,-0.095111938,0.040008394,0.16182001,-0.48035886,-0.44860629,-0.45482073,-0.054776281,-0.014315709,-0.20315729,-0.26839255,-0.4819639,-0.57875392,-0.19301862,-0.31023669,-0.19301862,-0.31023669,-0.22403382,-0.16591994,-0.37505133,-0.43090274,-0.45785748,-0.4407808,-0.25311458,0.031503708,-0.24992082,-0.38466125,-0.10052494,-0.31729966,-0.21864271,-0.10871647,-0.44762142,-0.23068818,-0.073235101,-0.63348581,-0.28336535,-0.41974892,-0.44515032,-0.5440236,-0.47111735,-0.50775412,-0.22264312,-0.47175079,-0.17495682,-0.15748624,-0.38724588,-0.56844912,-0.46891748,-0.812672428389875,"21","WALKING"
0.27621498,-0.041082576,-0.15921244,0.014163459,0.12535912,-0.056056485,0.94403653,-0.24442648,0.11472903,-0.98353526,-0.97789037,-0.86403363,0.013297283,0.18947378,-0.3049167,0.17336532,0.19717376,-0.22707611,0.22289326,-0.27468683,0.022472648,-0.30389807,-0.54649687,-0.16678093,0.017018097,-0.044953786,0.058139455,-0.21580658,-0.73763969,-0.22360773,0.084373472,0.029984332,0.084373472,0.029984332,0.029247069,0.35868145,-0.20205998,-0.33534184,-0.50148528,-0.51298011,0.023166854,0.18577229,-0.062037842,0.010600455,0.019822956,-0.1292878,0.14288065,0.13807653,-0.13925807,0.10055158,0.18220737,-0.31405066,-0.11043242,-0.58425721,-0.12024062,-0.36530727,-0.52777109,-0.25874308,0.24260645,-0.27358519,0.36078766,0.34632703,-0.36899723,-0.42642103,-0.53618548,-0.814607970289698,"22","WALKING"
0.13105294,-0.036104586,-0.17833592,-0.2654818,-0.22937422,0.030446748,0.95104748,-0.16661774,-0.13993602,-0.94584079,-0.96351128,-0.8601319,0.015949574,0.024222834,0.43488826,-0.32313405,-0.25643117,-0.19030063,-0.46301806,0.18130361,0.33642746,-0.470168,0.089153382,-0.25500649,0.15257871,0.06532978,-0.25386221,-0.33540519,0.064542054,-0.3097518,-0.10240534,-0.33299436,-0.10240534,-0.33299436,-0.18513133,-0.25884695,0.026836972,-0.023011058,-0.077807778,-0.045705555,-0.27833288,-0.22968009,0.010072911,-0.26040915,-0.27767256,-0.04108384,-0.37432834,-0.33310018,-0.17427423,-0.32939327,-0.22191586,-0.20383833,-0.22611363,0.026171845,-0.20477704,-0.55128859,0.11861612,-0.34028345,-0.20087396,-0.52494225,-0.21115639,-0.32977403,0.054943265,-0.26155684,-0.054851082,-0.816118536771232,"23","WALKING"
0.30375057,-0.020488385,-0.1960766,-0.54799502,-0.14279738,-0.29035026,0.89500003,-0.11163898,0.3355231,-0.92093826,-0.93482125,-0.76488656,0.014535696,-0.27985615,0.090058213,-0.53498294,-0.36673447,-0.60962157,0.31442515,-0.18666587,0.17752518,-0.34418964,-0.55861151,-0.42522299,-0.20436726,0.044299647,-0.036242667,-0.43309005,-0.77483654,-0.59843885,-0.33210545,-0.53273526,-0.33210545,-0.53273526,-0.4831218,-0.48424027,-0.25141931,-0.35713704,-0.62994534,-0.7247424,-0.5379151,-0.16879589,-0.3762389,-0.55191031,-0.18300024,-0.29924053,-0.55367836,-0.4237295,-0.56362786,-0.55636135,-0.34600213,-0.65455792,-0.30349235,-0.6444361,-0.45042693,-0.36185247,-0.51603033,-0.4696155,-0.51758058,-0.61347063,-0.51581073,-0.44912208,-0.49198613,-0.38098486,-0.74344037,-0.822442765921568,"25","WALKING"
0.2854752,0.029078952,-0.10389575,-0.54762547,-0.17983303,-0.32490444,0.95886814,-0.15268072,0.11759553,-0.98934327,-0.94303548,-0.9206219,0.22706557,-0.31562446,-0.32213094,-0.47885455,-0.28618196,-0.51095828,-0.0061509327,-0.11511321,-0.01539881,-0.58287782,-0.63881084,-0.49605408,-0.13256941,0.070734754,-0.1906781,-0.49056188,-0.6586513,-0.574239,-0.38412544,-0.41451091,-0.38412544,-0.41451091,-0.45932574,-0.27767068,-0.51953901,-0.57101312,-0.62921927,-0.58340496,-0.4719585,-0.1532329,-0.29608003,-0.58110653,-0.24626361,-0.39826862,-0.51163165,-0.34739635,-0.44673247,-0.49040651,-0.26608214,-0.57527259,-0.46196036,-0.62859165,-0.43034512,-0.62125642,-0.64778545,-0.56559139,-0.38207594,-0.52396292,-0.32683601,-0.223438,-0.58903461,-0.63243852,-0.61426564,-0.822910211007323,"26","WALKING"
0.26216154,-0.0019382889,-0.10895574,-0.38146897,-0.32210883,-0.25432672,0.9721845,-0.18204011,-0.008719726,-0.9765741,-0.938959,-0.88718383,0.4712904,0.30115094,0.017788855,-0.40120993,-0.33119809,-0.38792058,-0.47705279,0.16460155,0.058491041,-0.60869481,-0.67402805,-0.39019276,0.0075114624,-0.098141536,-0.015061283,-0.61733208,-0.75874996,-0.53718493,-0.28321582,-0.42958071,-0.28321582,-0.42958071,-0.3539293,-0.29184427,-0.33720359,-0.47698849,-0.68325184,-0.71609146,-0.30749967,-0.25827666,-0.2548537,-0.41304462,-0.40193876,-0.31459138,-0.38407251,-0.36059191,-0.33438314,-0.4773205,-0.34372139,-0.43891371,-0.53559066,-0.66812217,-0.39009173,-0.63231664,-0.67998602,-0.44587005,-0.33221218,-0.58138961,-0.29366305,-0.29412806,-0.59157278,-0.49370156,-0.73421807,-0.824113125096014,"27","WALKING"
0.28656312,-0.0077089551,-0.10298695,-0.48786054,-0.26363372,-0.25830377,0.94221398,-0.25336988,-0.10152184,-0.94988002,-0.96794252,-0.82193907,0.023418046,0.22481753,0.019992836,-0.44313494,-0.37651208,-0.62868826,-0.65976339,0.39547922,0.29332165,-0.60030732,-0.58019803,-0.42080028,-0.22324661,-0.11476938,0.15229259,-0.50776281,-0.76745891,-0.63325414,-0.32587869,-0.52722497,-0.32587869,-0.52722497,-0.44591412,-0.45459475,-0.14404819,-0.4318513,-0.6692876,-0.71618267,-0.48910643,-0.28563859,-0.4052163,-0.48726094,-0.29819074,-0.24006789,-0.5169104,-0.47579037,-0.59219602,-0.41810492,-0.31330934,-0.66333986,-0.47587519,-0.63918724,-0.42611208,-0.6398932,-0.55040743,-0.47189335,-0.49955761,-0.61652042,-0.47294745,-0.43495975,-0.5077183,-0.47806445,-0.73210485,-0.825136295523286,"28","WALKING"
0.27247382,-0.062109739,-0.045868551,-0.20767615,-0.052347154,-0.14353145,0.97137336,-0.12125483,0.091272481,-0.93454353,-0.92478058,-0.80651449,-0.40514018,-0.13796811,0.015255632,-0.20457131,-0.031210212,-0.43828565,0.30252016,-0.11781809,0.074552195,-0.5509704,-0.18538248,-0.35811342,-0.29690663,0.21577345,0.14108016,-0.30005902,-0.60323369,-0.46511765,-0.1094403,-0.16841574,-0.1094403,-0.16841574,-0.22281763,-0.078139447,-0.17075591,-0.38894488,-0.50131378,-0.54540887,-0.1138245,0.036817151,-0.25532839,-0.2477423,-0.16441835,-0.15038665,-0.19178631,-0.0015229253,-0.3971054,-0.29319298,-0.14187134,-0.47663594,-0.31196304,-0.34698779,-0.32225265,-0.63292832,-0.10551821,-0.42890613,-0.14277035,-0.31235202,-0.065774357,-0.10054974,-0.41936681,-0.47305597,-0.56831276,-0.826374035741585,"29","WALKING"
0.21862421,-0.045571367,-0.065076716,-0.37886718,-0.23814315,-0.12212624,0.96454704,-0.17170283,-0.064072595,-0.98151994,-0.92467484,-0.88649507,0.01813843,0.013588266,0.017867307,-0.46850749,-0.28437761,-0.57166558,0.28321983,-0.17074534,0.023959555,-0.46882388,-0.040475152,-0.32544117,-0.19082104,-0.30517371,-0.0226401,-0.56769262,-0.55288889,-0.52608373,-0.23815167,-0.34475268,-0.23815167,-0.34475268,-0.41543152,-0.42212131,-0.040225009,-0.41541686,-0.53938262,-0.60721026,-0.42133081,-0.26237326,-0.30735934,-0.36278877,-0.27319575,-0.095755151,-0.50550236,-0.34030205,-0.50671189,-0.47662427,-0.27010376,-0.63820969,-0.45223113,-0.20468643,-0.36255498,-0.47909203,0.04155389,-0.37526996,-0.34876033,-0.44385499,-0.45008781,-0.39147546,-0.47380998,-0.47559065,-0.59180255,-0.827442919574414,"30","WALKING"
0.20396243,-0.03234452,-0.096881229,-0.46550359,-0.18078545,-0.45510762,0.91990897,-0.34745672,0.019693368,-0.95363666,-0.94686234,-0.97638778,-0.076950116,0.19753131,0.17866917,-0.36921663,-0.1930675,-0.67787086,-0.27833413,0.23435168,0.081746263,-0.61468318,-0.54311034,-0.49999531,-0.056789178,-0.19603468,0.11923738,-0.54265928,-0.73899614,-0.56307338,-0.35642995,-0.44353865,-0.35642995,-0.44353865,-0.3907957,-0.31796451,-0.41694099,-0.54568881,-0.6523754,-0.70572975,-0.36219909,-0.12099094,-0.52125699,-0.512124,-0.26679379,-0.46151164,-0.35101722,-0.20385785,-0.64843474,-0.44959647,-0.23815316,-0.70533045,-0.51254549,-0.56839968,-0.43328633,-0.64706719,-0.53129687,-0.56957739,-0.36829615,-0.57722126,-0.33226755,-0.30361075,-0.57433174,-0.60384393,-0.68990146,-0.829013565935452,"2","WALKING"
0.30915404,0.046080947,-0.098416109,-0.52777609,-0.27059129,-0.57376047,0.96523758,-0.13681314,0.14805695,-0.98269842,-0.87310778,-0.92873489,0.33479577,-0.062923819,0.079446864,-0.37619401,-0.4952134,-0.74019255,-0.25204365,0.027198839,-0.049660065,-0.61952018,-0.68632273,-0.6549465,-0.071427697,-0.027049695,0.1399443,-0.6508779,-0.80662628,-0.6865271,-0.42148581,-0.56946861,-0.42148581,-0.56946861,-0.49804854,-0.40257669,-0.53393068,-0.58499488,-0.73386557,-0.80113741,-0.43859875,-0.35012129,-0.61880775,-0.56785624,-0.27664226,-0.58198895,-0.41303473,-0.53021132,-0.7274779,-0.39255595,-0.48998489,-0.75062548,-0.56534124,-0.74251605,-0.56522329,-0.63772926,-0.65820456,-0.72161373,-0.53034991,-0.6596047,-0.39117745,-0.41999305,-0.64097617,-0.61827781,-0.79836455,-0.830565525510187,"4","WALKING"
0.25692753,-0.077237772,-0.15986202,-0.26322573,-0.15235504,-0.047242439,0.97504747,-0.061627819,0.02192575,-0.97852762,-0.88423404,-0.73043623,0.076654293,0.21147911,0.22884829,-0.25710731,-0.23611524,-0.36218428,-0.026289523,0.1401474,0.12734111,-0.49840222,-0.58927502,-0.25741885,-0.17212475,-0.22135029,-0.16604088,-0.57466218,-0.67904477,-0.40747086,-0.11059897,-0.32306233,-0.11059897,-0.32306233,-0.21473538,-0.29373349,-0.36087088,-0.6114362,-0.59476972,-0.66564839,-0.38101257,-0.19283363,-0.22327572,-0.22154689,-0.18454101,-0.03004295,-0.37419847,-0.37761655,-0.36891131,-0.20745752,-0.1409054,-0.35497379,-0.43947324,-0.58375133,-0.24717964,-0.51906196,-0.59557588,-0.32861218,-0.3514882,-0.41242648,-0.33562882,-0.24735729,-0.59389038,-0.694258,-0.67543881,-0.830989629467912,"9","WALKING"
0.18446909,-0.03659856,-0.083108213,-0.26596968,0.091588544,-0.42826116,0.95524463,-0.20401678,0.044092625,-0.93340429,-0.91866405,-0.95589178,-0.12958643,0.076243797,0.25155046,-0.16371012,0.16171279,-0.53739277,0.24586665,-0.2121871,0.031288052,-0.35960188,-0.34590777,-0.16510469,-0.12287046,-0.22801395,0.21170934,-0.36554701,-0.53205986,-0.22439843,-0.18506772,-0.15775954,-0.18506772,-0.15775954,-0.20942205,0.057648155,-0.15132118,-0.3242822,-0.4541831,-0.45434598,-0.15066047,0.15955815,-0.43682828,-0.31666475,-0.016332947,-0.46915589,-0.14957762,0.085938362,-0.49899433,-0.25772091,0.1681762,-0.57339828,-0.25077087,-0.35161212,0.0086059022,-0.39524571,-0.3469991,-0.30705803,-0.14063105,-0.29835774,-0.03785345,0.1624846,-0.34258953,-0.42869921,-0.49660481,-0.832032950246855,"10","WALKING"
